"bundesland","kategorie","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"Sachsen","Rinder 1 b.u.2 J., weiblich, Nutz- u.Zuchttiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117590,89235,70349,73431,86064,90092,93783,96100,92500,90021,88600,83472,85100,82753,81200,77900,79800,77485,82945,83704,85172,82924,83973,84705,84286,84536,83423,80179,77175,74340,74455
"Sachsen","Rinder 2 Jahre und älter, Bullen und Ochsen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11065,5590,5225,5576,6201,3913,3351,4000,3000,3036,2900,3173,2700,2632,3200,2400,2400,2376,4029,4095,3674,3496,3436,3349,3547,3558,3591,3849,4005,3987,3817
"Sachsen","Rinder 2 Jahre und älter, Färsen zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7919,2672,1892,1457,1235,734,697,600,900,856,600,574,500,513,300,200,200,276,628,650,968,961,941,908,926,888,911,995,1000,944,802
"Sachsen","Rinder 2 J.u.älter, Färsen als Zucht- u. Nutztiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57022,48152,44600,36598,44206,46449,46098,46200,44800,43442,40300,35610,32600,30956,28800,28000,25100,25395,24963,23628,25600,24360,23496,23840,22727,21554,21039,20530,20307,19543,17233
"Sachsen","Rinder 2 Jahre und älter, Milchkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,383930,256437,249080,246327,251030,247459,247852,250000,233700,227622,220600,215358,208400,208582,202500,203400,195600,192964,191555,191338,186346,186937,186686,188118,192486,190028,183376,181738,177364,176379,176116
"Sachsen","Rinder 2 Jahre und älter, Ammen- und Mutterkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10796,10955,15488,20999,26779,29060,30005,31400,35200,36082,37400,37631,36700,36169,35600,36100,35800,37867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sachsen","Rinder 2 Jahre und älter, Schlacht- und Mastkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10036,6411,2864,1783,2110,1844,1654,1600,1900,1182,900,1307,1100,1000,900,800,600,558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sachsen","Rinder 2 Jahre und älter, andere Kühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41033,41423,41817,41525,41025,41204,41362,41348,41689,42177,41325,39761,39424
"Sachsen-Anhalt","Kälber bis einschließlich 8 Monate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126775,59682,59063,54492,60556,61138,57897,52900,54100,56362,56900,55798,52300,49973,50100,51300,48600,48451,52816,67480,64705,67719,67278,68686,69413,67896,66998,64026,63393,59186,58704
"Sachsen-Anhalt","Jungrinder über 8 Monate bis 1 Jahr, männlich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72647,38049,33151,26284,26654,23860,19837,18000,16800,16247,13100,14539,15100,11574,10700,9500,9100,9724,10533,7074,5599,5891,5695,5629,6154,5849,6048,5888,5426,5048,4643
"Sachsen-Anhalt","Jungrinder über 8 Monate bis 1 Jahr, weiblich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80334,46691,39930,39879,42276,42186,41882,39700,37800,37530,34400,35153,33400,32214,31900,31800,31600,32029,32932,23585,22463,21747,22217,22950,23675,23421,24155,22150,22435,21259,21124
"Sachsen-Anhalt","Rinder 1 bis unter 2 Jahre, männlich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112396,50597,42067,34427,31963,30117,24258,20200,19400,20166,19200,19624,20000,20248,12500,10800,10300,10000,13194,14254,11860,10664,10927,11688,12257,11847,11526,12446,11610,10893,10640
"Sachsen-Anhalt","Rinder 1 bis u. 2 Jahre, weiblich, zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39928,12245,7085,7021,4054,3079,3538,2300,2000,2029,1700,2662,1800,2692,2300,2100,1700,1605,2877,2857,3977,4126,4209,4297,4153,3968,4169,4336,4094,4289,3666
"Sachsen-Anhalt","Rinder 1 b.u.2 J., weiblich, Nutz- u.Zuchttiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94534,60115,52482,52941,56477,59291,62917,61800,61100,60414,60300,57365,55700,54817,53300,51400,53700,52084,56454,58394,59244,56466,57399,58341,59325,59641,59031,57706,54630,54224,52823
"Sachsen-Anhalt","Rinder 2 Jahre und älter, Bullen und Ochsen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10426,6422,2927,2542,2744,2893,3529,2700,1800,2086,2100,2327,2100,1717,2200,1600,1600,1979,2331,2543,2794,2353,2147,2192,2274,2304,2459,2512,2639,2533,2530
"Sachsen-Anhalt","Rinder 2 Jahre und älter, Färsen zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8009,4528,1236,1041,923,744,562,500,1000,577,500,736,500,484,400,200,300,297,490,526,737,738,729,717,755,731,670,745,708,652,610
"Sachsen-Anhalt","Rinder 2 J.u.älter, Färsen als Zucht- u. Nutztiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52576,42935,35913,30904,29922,32629,32246,33400,31900,31574,29900,26449,25600,22662,22400,21200,19600,20963,18241,17412,17895,17329,17588,18106,17568,17102,15481,15491,14088,13305,12522
"Sachsen-Anhalt","Rinder 2 Jahre und älter, Milchkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272373,166863,161103,165561,168944,168596,168784,166500,153600,159850,154000,149259,144600,142891,140900,137900,132200,131426,129443,127128,123192,123804,124285,125014,127028,125738,119751,119355,116429,113048,110499
"Sachsen-Anhalt","Rinder 2 Jahre und älter, Ammen- und Mutterkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5168,5345,9462,11057,17436,26252,22096,21100,22300,25212,26200,26621,26000,24661,24900,26000,25300,25570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sachsen-Anhalt","Rinder 2 Jahre und älter, Schlacht- und Mastkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13341,5374,3068,2092,2300,2120,1431,1500,1200,810,1100,1305,900,648,700,500,400,698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sachsen-Anhalt","Rinder 2 Jahre und älter, andere Kühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31020,31273,30390,30275,29947,29405,30127,30791,30636,30635,29609,28562,28087
"Schleswig-Holstein","Kälber bis einschließlich 8 Monate",71886,76726,91022,97766,105667,100640,121040,128174,148578,159659,161556,165533,172692,158923,170038,191712,186202,186103,195063,198405,190969,183842,211096,234991,236519,241924,256741,249220,257273,248540,258524,255897,255394,262441,272504,254041,253959,245616,249723,260517,265743,256076,253525,252510,243628,251709,241405,225700,220000,217521,206300,198166,193400,185303,176700,177000,169500,172037,173688,235873,228015,235599,229756,227007,226098,218559,213729,206232,195196,191221,185159
"Schleswig-Holstein","Jungrinder über 8 Monate bis 1 Jahr, männlich",50023,52605,64470,61512,66087,67326,77853,84682,93342,117337,116312,127567,145441,129288,124405,141893,145720,139165,138205,147610,143056,135193,145294,165371,163931,164025,171263,163957,164695,153700,153215,142549,140819,141396,148591,138863,133554,131174,126581,130574,135430,127345,115925,110716,107136,107326,100852,95900,99800,100963,100500,108669,106800,101635,101200,98400,93600,90410,90525,51789,41910,39243,40314,40607,36374,33736,34496,32616,29903,27685,27471
"Schleswig-Holstein","Jungrinder über 8 Monate bis 1 Jahr, weiblich",145394,150691,153083,155335,160315,159776,160610,161286,162349,171217,168453,173614,178262,180026,177271,183789,194091,193115,193415,198721,193179,181068,185755,197017,202436,198649,201881,201136,201794,196627,196660,197130,199487,201289,204260,188852,182727,178912,164388,160778,162904,151050,149127,143492,138870,139360,141941,133800,134700,127548,123100,121577,118100,113604,113500,116300,109000,105807,100810,65027,60544,60045,61546,62263,62924,63742,64066,61813,59789,56989,58283
"Schleswig-Holstein","Rinder 1 bis unter 2 Jahre, männlich",33952,37363,42568,44523,43999,44346,44915,51026,55262,64478,68381,70864,79171,82256,77872,80277,82501,80269,79558,82216,87106,88161,90458,104276,106510,113436,116958,121139,123534,117779,110977,104775,106259,109735,118712,132995,120829,121844,124047,126244,134254,129148,122891,122620,126282,124030,121603,117000,119400,124238,119000,132780,121400,122147,110400,101700,114200,114592,117321,115376,100717,90219,91589,95859,89647,78902,80625,78280,74682,67776,65778
"Schleswig-Holstein","Rinder 1 bis u. 2 Jahre, weiblich, zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32628,33973,32702,26563,28243,30417,28595,26105,25541,24765,23038,29896,33504,30750,31826,22463,21181,23887,24941,20428,21079,17757,17469,19377,21600,19000,19334,20900,19887,18600,16424,15500,17700,19400,16006,8995,8835,11058,11916,12100,10960,10550,11178,12049,12700,12699,13133,12082
"Schleswig-Holstein","Rinder 1 b.u.2 J., weiblich, Nutz- u.Zuchttiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159920,166678,174975,178456,185225,186326,189249,188089,191297,200413,207655,204681,205935,198058,199499,200899,194982,200104,198439,196918,197001,193558,192359,197868,193500,189500,193083,187000,182684,174200,172841,169400,170700,163200,161386,169409,175693,170173,167752,170385,170768,172132,176603,174004,169537,164292,156980,154331
"Schleswig-Holstein","Rinder 2 Jahre und älter, Bullen und Ochsen",17116,12283,16759,13791,14842,13283,14244,12762,12506,14308,15478,16933,17055,16057,18819,22759,19449,18872,19578,20023,22124,22377,24694,19492,22272,21649,22184,24435,23689,22811,19889,21524,18261,22307,21402,24102,19058,18320,17323,17549,19619,19159,16634,18081,14886,13300,14529,14200,16100,15866,15100,16335,12800,12153,12300,9100,9900,11598,11353,12362,11601,9953,8888,10238,10403,9094,9518,9224,10020,9831,10318
"Schleswig-Holstein","Rinder 2 Jahre und älter, Färsen zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6659,6964,6196,5428,5922,7541,7205,6415,6049,5244,4248,6656,8037,9240,8655,6879,8928,8848,7501,6411,6857,5400,5156,6913,6400,8900,7595,8400,11188,9100,7429,8400,7000,7300,7137,2492,2526,3488,3360,3154,3173,3164,3129,3260,3601,3720,3549,3179
"Schleswig-Holstein","Rinder 2 J.u.älter, Färsen als Zucht- u. Nutztiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53654,56076,57297,56377,59936,59183,63010,59241,61405,62327,60017,59828,64878,62167,60803,65761,64707,68260,67182,68620,70407,74154,72968,77101,77500,85400,94643,95800,98680,91500,91581,87100,80900,80400,77575,91789,89628,90052,84349,80939,84147,81471,79229,78836,77777,75288,72063,69339
"Schleswig-Holstein","Rinder 2 Jahre und älter, Milchkühe",458399,454120,453361,461624,451063,429286,430787,430533,425650,441467,460020,466628,477890,472373,479245,504975,510706,512674,518713,517927,496159,477241,498083,503993,494635,503270,513303,514822,517526,511249,520097,524900,541314,573649,544975,526393,514397,480261,481432,480499,471584,457742,440219,431353,425733,420942,422213,401800,395100,377039,354500,362145,350000,357733,352000,345100,327700,334205,359442,358679,373460,379188,388303,399599,398555,400145,393686,393800,385305,376902,370787
"Schleswig-Holstein","Rinder 2 Jahre und älter, Ammen- und Mutterkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4344,5337,10334,10756,6590,5316,4971,5921,6458,6673,7028,6299,6095,9111,8122,7984,8688,11869,14190,19386,22892,34191,37360,39807,41342,43467,39300,40200,45174,46600,48360,48900,42374,44200,40400,43300,44706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schleswig-Holstein","Rinder 2 Jahre und älter, Schlacht- und Mastkühe",6136,4319,5862,4793,6489,5999,4642,5395,3818,4104,4415,4899,5430,5014,4755,6590,4575,6163,5491,6223,5317,4030,5213,7916,6252,4693,5365,5748,7461,6993,6635,5781,4834,4087,6655,6684,7190,11134,9502,10979,15392,11538,10079,12838,9026,12117,9701,9200,13900,13687,19600,19857,15100,13423,15900,15100,15200,13914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schleswig-Holstein","Rinder 2 Jahre und älter, andere Kühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55806,52774,46366,42798,40593,40313,39360,38861,39292,38846,39481,39108,41232
"Thüringen","Kälber bis einschließlich 8 Monate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119100,74460,75117,72436,74460,71750,66518,60300,61600,60024,56100,56737,52700,51875,49200,52000,50200,49661,52202,67924,73195,72405,72489,72753,74382,71534,70202,66654,64458,62144,57970
"Thüringen","Jungrinder über 8 Monate bis 1 Jahr, männlich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64794,36671,30039,27355,25866,24386,22205,19300,18200,17344,17500,17530,19600,17308,16700,15400,15900,16971,17021,11673,8617,8592,8293,8414,8298,7745,7351,7369,6855,6510,7230
"Thüringen","Jungrinder über 8 Monate bis 1 Jahr, weiblich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66837,42802,36619,39106,40321,40098,41155,41600,39600,36750,35000,35300,33900,32726,31700,32200,32200,30955,32063,22804,19572,19396,19232,19360,20067,19998,20977,19684,18840,18278,19265
"Thüringen","Rinder 1 bis unter 2 Jahre, männlich",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87380,62450,44039,38387,38920,32691,29342,25100,22300,20727,20000,20254,19400,20568,19500,16200,17200,16866,19325,18468,18712,16479,15618,16340,16941,16268,14972,14287,14713,14492,13773
"Thüringen","Rinder 1 bis u. 2 Jahre, weiblich, zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34328,18381,7785,5576,3661,3741,2668,2400,1700,3032,2400,2467,2900,2094,1800,1800,1800,2247,2797,2715,3996,4371,4410,4185,4035,4021,4219,4284,4267,4477,3613
"Thüringen","Rinder 1 b.u.2 J., weiblich, Nutz- u.Zuchttiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77295,62655,53732,50685,58182,61699,62209,63100,63900,59471,56600,54005,53500,52607,51700,49000,50100,49708,52750,53198,52717,51746,51235,51772,51694,52654,50878,49944,48302,47212,46481
"Thüringen","Rinder 2 Jahre und älter, Bullen und Ochsen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6890,3161,4384,3036,2433,3844,2805,2900,2600,2764,2100,2181,1900,2127,2100,1500,1800,2112,2362,2489,2763,2498,2390,2625,2881,2756,2857,3139,3117,3315,3316
"Thüringen","Rinder 2 Jahre und älter, Färsen zum Schlachten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5689,3734,918,779,433,583,307,400,300,491,400,530,500,214,100,300,400,279,484,519,752,756,746,733,747,739,714,777,780,748,646
"Thüringen","Rinder 2 J.u.älter, Färsen als Zucht- u. Nutztiere",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40040,34253,36044,32249,32855,33886,34864,33500,30500,29070,29100,25715,23800,23238,21600,20900,19000,18431,18006,17220,17705,17042,17062,17334,16489,17044,15481,14953,14427,13743,12212
"Thüringen","Rinder 2 Jahre und älter, Milchkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252193,178970,171898,174145,168712,164041,164066,161700,151900,146950,141200,134859,128400,126962,124000,123400,119800,116914,116226,115108,109234,108839,107951,110009,113040,110849,103604,102797,100455,97041,95219
"Thüringen","Rinder 2 Jahre und älter, Ammen- und Mutterkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7015,9383,12629,17873,24268,30002,30840,32900,37700,39246,39000,39378,36900,36519,35500,36300,36100,37238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thüringen","Rinder 2 Jahre und älter, Schlacht- und Mastkühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7915,5270,2653,2308,1591,1505,1953,2000,1600,1809,1000,1465,900,644,500,600,500,600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thüringen","Rinder 2 Jahre und älter, andere Kühe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37878,37785,39389,38857,39066,38685,39226,38815,38216,38108,37775,37188,36875
